Rank  Name                    Rating
7076.  Bertrand Madsen              -68.536
7077.  Christophe Tholl             -68.664
7078.  John Mulvey                  -68.692
7079.  Jon Levine                   -68.755
7080.  Dede Suhendar Dinata         -68.777
7081.  Ali Ghareeb                  -68.785
7082.  Ingo Wimmer                  -68.819
7083.  Bronislaw Lewandowski        -68.856
7084.  Alejandro Olivera            -69.116
7085.  Steven Schranz               -69.215
7086.  Jean Pierre Loizeau          -69.415
7087.  Anis Ghorbel                 -69.452
7088.  Jean Brucher                 -69.458
7089.  Yu Jr Wang                   -69.461
7090.  Christos Hadjigeorgiou       -69.489
7091.  Roberto Azar                 -69.545
7092.  Supoj Meesawad               -69.555
7093.  Manuel Valleramos            -69.703
7094.  Andrei Gorban                -69.711
7095.  Oren Motevassel              -69.738
7096.  Mark Schembri                 -69.76
7097.  Steve Tidball                -69.816
7098.  Talal Ouahabi                -69.822
7099.  Piero Toci                   -69.859
7100.  Fong Ling                    -69.923
7101.  Francesco Giordano           -69.985
7102.  Khaled Al Foudari            -70.289
7103.  Mel Baleson                  -70.365
7104.  Dan Birchmore                -70.377
7105.  Steve Cornell                -70.486
7106.  Arnold Saul                  -70.491
7107.  Mehluli Don Ayanda Sibanda    -70.496
7108.  Stuart Sarnia                -70.555
7109.  Gwinyai Tongoona             -70.568
7110.  Doug Crawford                -70.581
7111.  Tomislav Brkic               -70.662
7112.  Andres Vysand                -70.714
7113.  Emanuel Rasberger            -70.757
7114.  Gerry Perry                  -70.758
7115.  Adel Lahdhiri                -70.775
7116.  Mervyn Webster               -70.859
7117.  Ignaci Roca                  -70.893
7118.  Michihisa Onoda              -71.162
7119.  Paul Fitz Simmons            -71.247
7120.  Tracy Lake                   -71.291
7121.  Martin Fischer               -71.354
7122.  Victor Eke                   -71.398
7123.  Kamel Harrad                 -71.498
7124.  Marco Filippeschi            -71.668
7125.  Malcolm Allen                -71.689
7126.  Gaylard Dunn                 -71.722
7127.  Khalid Al Nabhani            -71.744
7128.  Eldad Campbell                -71.76
7129.  Simon Clarke                 -71.796
7130.  Derek Segal                  -71.841
7131.  Raymundo Deyro               -71.857
7132.  Dimitar Grabuloski           -71.929
7133.  Richard Schmidt              -72.049
7134.  Hidehiko Tanizawa             -72.26
7135.  Keith Ajegbo                 -72.267
7136.  Garry Slater                 -72.288
7137.  Brian Stephenson             -72.371
7138.  Pavel Baranov                -72.432
7139.  Carlos Martin Navarro Vergara     -72.49
7140.  Vitaliy Sachko               -72.499
7141.  William Brown                -72.539
7142.  Thierry Ascione              -72.658
7143.  Hugo Nunez                   -72.675
7144.  Greg Halder                  -72.772
7145.  Mohsen Hossein Zade          -72.938
7146.  Filip Prpic                  -72.957
7147.  Zeeshan Ali                  -72.965
7148.  Cecil Mamiit                 -73.053
7149.  Eric Drossart                 -73.17
7150.  Ken Weatherley               -73.248
7151.  Sutarjo Sugiarto             -73.249
7152.  Alessandro Baldoni           -73.316
7153.  Albert Teo                   -73.335
7154.  Cliff Letcher                -73.363
7155.  Carl Edvard Hedelund         -73.445
7156.  Senaka Kumara                -73.484
7157.  Bill Cowan                   -73.519
7158.  Hans Peter Kandler            -73.56
7159.  Alexandar Lazov              -73.778
7160.  Gordon Forbes                -73.803
7161.  Armando Perez                -73.832
7162.  Mohammed Al Nabhani          -73.837
7163.  Gorka Fraile                 -73.891
7164.  John Anthony Southworth       -73.93
7165.  Adrian Clarke                -73.991
7166.  Julius Tverijonas            -74.084
7167.  Mark Knowles                  -74.14
7168.  Wai Ching Lee                -74.261
7169.  Stian Boretti                -74.328
7170.  Lawrence Tere                -74.473
7171.  Joachim Bjerke               -74.569
7172.  Mark Wooldridge               -74.62
7173.  Pere Riba                    -74.742
7174.  Jack Darrah                  -74.743
7175.  Pieter Soeters               -74.785
7176.  Daniel Glancy                -74.811
7177.  Ognen Nikolovski              -75.14
7178.  Nebojsa Djordjevic           -75.153
7179.  Daniels Tens                 -75.195
7180.  Federico Gaio                -75.301
7181.  V Gillespie                  -75.373
7182.  Yehoshua Shalem              -75.418
7183.  Lyuben Petrov                 -75.46
7184.  Michail Pervolarakis         -75.502
7185.  Lorenzo Fargas               -75.571
7186.  Nagy Kabaz                   -75.767
7187.  Ariez Elyaas Deen Heshaam    -75.938
7188.  Chana Techasen               -76.014
7189.  Alex Lopez Moron              -76.11
7190.  Cesar Kist                    -76.13
7191.  Tomas Lynch                  -76.255
7192.  Waldemar Rogowski            -76.257
7193.  Brad Pearce                  -76.304
7194.  Kojo Atiso                   -76.337
7195.  Vladimir Margalitadze        -76.346
7196.  Shahzad Khan                  -76.49
7197.  Jean Kome Loglo              -76.504
7198.  Rudolfs Mednis               -76.574
7199.  Frank McDonald               -76.774
7200.  Bhanu Nunna                  -76.793
7201.  Terry Ryan                   -76.817
7202.  Ibrahim Abou Chahine         -76.939
7203.  Corrado Aprili               -77.108
7204.  Sandor Noszaly               -77.123
7205.  Naser Al Obaidly             -77.356
7206.  Guillermo Hormazabal         -77.382
7207.  Konstantin Kravchuk          -77.454
7208.  Stephen Myers                -77.675
7209.  Cesar Cruz                   -77.757
7210.  Song Kean Tan                -77.832
7211.  Miecyslav Rybarczyk          -77.863
7212.  Francesco Aldi               -77.969
7213.  Mikelis Libietis              -77.98
7214.  Petros Chrysochos            -78.016
7215.  Alexander Schad              -78.078
7216.  Fu Shun Tang                 -78.193
7217.  Hubertus Hoyt                -78.303
7218.  Bader Mohammed Almuqail      -78.312
7219.  Lorenzo Soriano              -78.315
7220.  Nick Van Rosberg             -78.368
7221.  Mahesh Bhupathi              -78.429
7222.  Marty Pincus                 -78.538
7223.  Daniel Munoz de la Nava      -78.633
7224.  Alexander Marcial            -78.649
7225.  Gilles Kremer                -78.801
7226.  Al Parker                    -78.904
7227.  Zainuddin Meah               -78.941
7228.  Alejo Mancisidor             -78.948
7229.  Omar Awadhy                  -79.145
7230.  Victor Crivoi                -79.183
7231.  J M Learmont                 -79.209
7232.  Roberto Cid                  -79.283
7233.  Michael Burgener             -79.476
7234.  Jai Dilouie                  -79.556
7235.  Hillel Rousseau               -79.61
7236.  Christopher Gatt             -79.739
7237.  Georges Logelin              -79.867
7238.  Mauricio Estivariz           -80.118
7239.  Theo Storck                  -80.158
7240.  Mike Van Kauvenbergh         -80.295
7241.  Laszlo Markovits             -80.566
7242.  Mike Green                   -80.576
7243.  Selvarajoo Selvarajoo        -80.674
7244.  Adrian Garcia                -80.717
7245.  Aziz Zouhir                  -80.848
7246.  Emmanuel Heussner            -80.858
7247.  Ulrich Marten                -80.903
7248.  Konstantinos Effraimoglou    -80.952
7249.  Ivan Baron                   -81.027
7250.  Abdul Khalek Nadini          -81.149
7251.  Sandor Martinez Breijo       -81.177
7252.  Cary Leeds                   -81.231
7253.  Mike Scheidweiler            -81.276
7254.  John Blizard                 -81.289
7255.  James Ward                   -81.865
7256.  Francisco Mastelli            -81.89
7257.  Philippos Tsangaridis        -81.963
7258.  Gewan Maharaj                 -82.36
7259.  Sherif Sabry                   -82.4
7260.  Elias Bramly                 -82.632
7261.  Don Turner                   -82.916
7262.  Alexander Lehnhoff           -82.931
7263.  Edvaldo Oliveira             -82.935
7264.  Stanley Pasarell               -83.0
7265.  Daniel Montes De Oca         -83.009
7266.  George Tsivadze                -83.2
7267.  Dimitri Sturdza              -83.497
7268.  Bob Alloo                    -83.534
7269.  David Guez                   -83.647
7270.  Alan Mackin                  -83.678
7271.  Mark Turpin                  -83.855
7272.  Frithjof Prydz               -83.894
7273.  Andrei Rybalko               -84.053
7274.  John Peckskamp               -84.071
7275.  Bob Stock                    -84.111
7276.  Dave Harmon                  -84.111
7277.  Bulent Altinkaya              -84.13
7278.  Osamu Ishiguro                -84.17
7279.  Slimane Saoudi               -84.197
7280.  Helge Koll                   -84.221
7281.  Michael Hickey               -84.384
7282.  Bjorn Munroe                 -84.401
7283.  Scott Willinsky              -84.521
7284.  Edgar Hernandez Perez        -84.827
7285.  Alberto Laborde              -84.928
7286.  Roberto Lombardi             -85.075
7287.  Ben Bishop                    -85.08
7288.  John Antonas                 -85.098
7289.  Kenny Thorne                 -85.195
7290.  Fernando Vicente             -85.197
7291.  Francisco Truchi             -85.433
7292.  Chris Burr                   -85.451
7293.  Jordi Munoz Abreu            -85.563
7294.  Pierre Joly                  -85.642
7295.  Juan Borba                   -85.684
7296.  Tsolak Gevorgyan             -85.935
7297.  Markus Gunthardt             -86.067
7298.  Alex Kurucz                   -86.09
7299.  Olivier Soules               -86.211
7300.  Thomas Haldin                -86.276
7301.  Jacques Thamin               -86.347
7302.  Laurent Lokoli               -86.408
7303.  Jean Louis Haillet           -86.535
7304.  John Farrington              -86.598
7305.  Patricio Rodriguez Chi       -86.955
7306.  Li Tu                        -87.116
7307.  Mounir El Aarej              -87.124
7308.  Jaime Subirats               -87.159
7309.  Thedy Stalder                -87.406
7310.  Tahsin Gursoy                -87.449
7311.  Tadas Babelis                -87.564
7312.  Ken Stuart                   -87.669
7313.  Charles Chang                -87.729
7314.  Rocky Royer                  -87.737
7315.  Peter Johnston               -87.828
7316.  Ferenc Csepai                -88.256
7317.  Paul Thompson                -88.482
7318.  Benoit Paire                 -88.711
7319.  Ajeet Rai                    -88.818
7320.  Lucas Gomez                  -88.925
7321.  Ryuso Tsujino                -89.029
7322.  Brian Marcus                 -89.046
7323.  Khoder Issa                  -89.065
7324.  Beyazit Anbar                -89.066
7325.  Steve Siegel                 -89.126
7326.  Chun Hsin Tseng              -89.258
7327.  Peter Burwash                -89.341
7328.  Sebastien Graeff             -89.756
7329.  Sergis Kyratzis              -89.774
7330.  Ruben Ramirez Hidalgo        -89.836
7331.  Tony Jonsson                 -90.166
7332.  Michele Fioroni              -90.266
7333.  Arjun Perera                 -90.388
7334.  Anthony Susanto              -90.495
7335.  Sanjar Fayziev               -90.627
7336.  Quentin Pretorius            -90.792
7337.  Juan Farrow                  -91.079
7338.  Nodar Itonishvili            -91.375
7339.  Ernesto Vazquez Barreira     -91.447
7340.  Dean Martin Jr               -91.598
7341.  Bailey Brown                 -91.675
7342.  Mauro Menezes                -92.085
7343.  Rolf Thung                   -92.134
7344.  Ivo Lagzdins                 -92.254
7345.  Givaldo Barbosa              -92.256
7346.  Fernand Claude               -92.383
7347.  Steven Diez                  -92.451
7348.  Artem Smirnov                -93.002
7349.  Tigre Hank                   -93.069
7350.  Tetsu Kuramitsu              -93.123
7351.  Jose Moreno                  -93.271
