Rank  Name                               Rating
2582.    Yuta Shimizu                       -2.547 
2583.    Tadayuki Sawamatsu                 -2.582 
2584.    Wilfredo Gonzalez                  -2.583 
2585.    John Lockington                    -2.613 
2586.    Oswaldo Cruz                       -2.614 
2587.    N McDonough                        -2.643 
2588.    Kirk Watson                        -2.683 
2589.    Atet Wijono                        -2.728 
2590.    Carlos Taberner                    -2.729 
2591.    Erhard Jung                        -2.731 
2592.    Kelly Evernden                     -2.737 
2593.    Rich Hillway                       -2.746 
2594.    Antonio Zugarelli                  -2.769 
2595.    Habib Saleh                        -2.781 
2596.    Bruno Fragoso                      -2.796 
2597.    Chase Buchanan                     -2.798 
2598.    Juan Andres Gomez                  -2.802 
2599.    Marcos Ondruska                    -2.808 
2600.    AJ Mitha                           -2.835 
2601.    Kwasi Ahenkora                     -2.847 
2602.    Peter Keller                       -2.849 
2603.    G Nel                              -2.865 
2604.    Federico Agustin Gomez             -2.869 
2605.    Dick Savitt                        -2.887 
2606.    Pancho Segura                      -2.891 
2607.    Hans Nordstrom                       -2.9 
2608.    Larry Miller                       -2.959 
2609.    Antoine Beugre                     -2.963 
2610.    Marco Gudino                       -2.983 
2611.    Scott Griekspoor                   -2.996 
2612.    Dick Bohrnstedt                     -3.02 
2613.    Johan Settergren                   -3.024 
2614.    Paul Capdeville                    -3.024 
2615.    Trevor Fancutt                     -3.077 
2616.    Will James                         -3.084 
2617.    Jose Garcia Requena                -3.114 
2618.    Geoff Griffiths                    -3.117 
2619.    Dick Horowitz                       -3.12 
2620.    Rolf Hertzog                       -3.147 
2621.    Massimo Rivaroli                   -3.158 
2622.    Ted Farnsworth                     -3.168 
2623.    Dave Kanter                        -3.183 
2624.    Bokkie Niemand                     -3.185 
2625.    Gerry Gomes                        -3.212 
2626.    Bill Lefgron                       -3.239 
2627.    Davor Stolcer                      -3.254 
2628.    Marc Krippendorf                    -3.26 
2629.    Igor Tihonenko                     -3.271 
2630.    Ryan Blake                         -3.304 
2631.    Alberto Capitan                    -3.333 
2632.    Robert Lamarche                    -3.337 
2633.    Ulrich Schamberger                 -3.352 
2634.    Martin Slanar                      -3.356 
2635.    Atilio Rosetti                     -3.363 
2636.    Kyrian Jacquet                     -3.371 
2637.    Augustin Gensse                     -3.39 
2638.    Marcos Perez Hubert                -3.395 
2639.    Eddy Chala                         -3.395 
2640.    Jesus Villela                      -3.398 
2641.    Jiri Zigmund                       -3.405 
2642.    Pablo Galdon                       -3.409 
2643.    Loic Courteau                      -3.434 
2644.    Alexandar Lazarov                  -3.438 
2645.    Barry Smith                         -3.47 
2646.    Benito Jose Suriano                -3.473 
2647.    Flavio Cipolla                     -3.497 
2648.    Nicklas Utgren                     -3.535 
2649.    Karl Hedrick                       -3.545 
2650.    Nicolas Sotiriu                    -3.545 
2651.    Alexis Hombrecher                  -3.553 
2652.    Mikhail Youzhny                    -3.563 
2653.    M Lusinchi                         -3.571 
2654.    Harry Coe                          -3.597 
2655.    Massimo Valeri                     -3.627 
2656.    Brad Holland                       -3.629 
2657.    Viacheslav Bielinskyi              -3.645 
2658.    Kirati Siributwong                 -3.657 
2659.    Bill Heinbecker                     -3.66 
2660.    Fabien Cousin                      -3.662 
2661.    Massimo Dellacqua                  -3.691 
2662.    Clement Morel                      -3.695 
2663.    Arnau Brugues Davi                 -3.716 
2664.    Unknown Seymour                    -3.727 
2665.    Marcos Braga                       -3.727 
2666.    Bob Adams                          -3.733 
2667.    B Chaffey                          -3.758 
2668.    Graziano Risi                       -3.76 
2669.    Alcides Procopio Jr                -3.769 
2670.    Santiago Fa Rodriguez Taverna       -3.77 
2671.    Wayne Reid                         -3.775 
2672.    Jay Kimball                        -3.779 
2673.    Peter Luczak                       -3.785 
2674.    Ilija Bozoljac                     -3.785 
2675.    Alexander Zalesky                  -3.801 
2676.    Gustavo Heide                      -3.801 
2677.    Jukka Narakka                      -3.802 
2678.    Nikoloz Basilashvili                -3.83 
2679.    Gerald Melzer                      -3.832 
2680.    Markus Rackl                       -3.833 
2681.    L Palman                           -3.871 
2682.    Tomas Tenconi                      -3.886 
2683.    R P Tuck                           -3.894 
2684.    Kadhim Kadhim                        -3.9 
2685.    Ali Kadhim                         -3.905 
2686.    Bo Svensson                         -3.93 
2687.    Andy Zingman                       -3.966 
2688.    J Young                            -3.972 
2689.    Alan Ho                            -3.973 
2690.    Rodrigo Banzer                     -3.985 
2691.    Francis Barnett                    -3.986 
2692.    Helson Barros                      -3.991 
2693.    Yenesi Allen                       -3.993 
2694.    Bill Williams                      -4.003 
2695.    Salvador Colvee                    -4.042 
2696.    Mousa Shanan Zayed                 -4.063 
2697.    Brian Joelson                      -4.069 
2698.    Marius Masencamp                   -4.077 
2699.    Nick Mohtadi                       -4.082 
2700.    Richard Howes                      -4.107 
2701.    Mark Lyndon                        -4.109 
2702.    Juan Carlos Santiago               -4.125 
2703.    John Van Lottum                    -4.132 
2704.    Mark Freedman                      -4.161 
2705.    Bob Smith                          -4.169 
2706.    Ken Jantz                          -4.175 
2707.    U Warfield                         -4.177 
2708.    Antonio Capella                    -4.206 
2709.    Ralph Kok                          -4.229 
2710.    Ashkan Shokoofi                     -4.23 
2711.    V Rudj                             -4.241 
2712.    Luis Lopez                         -4.246 
2713.    Sergei Petrouchevsky               -4.256 
2714.    Francisco Cabral                   -4.275 
2715.    Marin Draganja                     -4.278 
2716.    Florian Merkel                     -4.294 
2717.    Kevin Kim                          -4.304 
2718.    Norbert Mazany                     -4.307 
2719.    Scott Oudsema                      -4.314 
